"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2705","TC001-Login to HRMS Application","chromium","2026-08-10","passed","2026-08-10","","TC001.spec.ts","",""
